Complex	ORF
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YJL010C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YJR002W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YKL099C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YKR057W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YLR048W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YLR051C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YLR129W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YLR186W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YLR222C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YML093W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YML026C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YMR229C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YNL308C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YNR054C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YOL010W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YOR004W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YOR078W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YOR145C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YOR294W
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YOR310C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YPR112C
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447	YPR144C
spindle organization	GO:0007051	YAL047C
spindle organization	GO:0007051	YAR019C
spindle organization	GO:0007051	YBL063W
spindle organization	GO:0007051	YBL031W
spindle organization	GO:0007051	YBR160W
spindle organization	GO:0007051	YBR170C
spindle organization	GO:0007051	YCL029C
spindle organization	GO:0007051	YDL126C
spindle organization	GO:0007051	YDL064W
spindle organization	GO:0007051	YDL028C
spindle organization	GO:0007051	YDR002W
spindle organization	GO:0007051	YDR016C
spindle organization	GO:0007051	YDR130C
spindle organization	GO:0007051	YDR356W
spindle organization	GO:0007051	YEL061C
spindle organization	GO:0007051	YFR028C
spindle organization	GO:0007051	YGL216W
spindle organization	GO:0007051	YGL060W
spindle organization	GO:0007051	YGR108W
spindle organization	GO:0007051	YGR140W
spindle organization	GO:0007051	YHR127W
spindle organization	GO:0007051	YHR172W
spindle organization	GO:0007051	YIL153W
spindle organization	GO:0007051	YIL063C
spindle organization	GO:0007051	YJR089W
spindle organization	GO:0007051	YKL089W
spindle organization	GO:0007051	YKR088C
spindle organization	GO:0007051	YLL003W
spindle organization	GO:0007051	YLR045C
spindle organization	GO:0007051	YLR212C
spindle organization	GO:0007051	YLR319C
spindle organization	GO:0007051	YLR335W
spindle organization	GO:0007051	YMR001C
spindle organization	GO:0007051	YMR198W
spindle organization	GO:0007051	YMR294W
spindle organization	GO:0007051	YNL225C
spindle organization	GO:0007051	YNL126W
spindle organization	GO:0007051	YOL069W
spindle organization	GO:0007051	YOR058C
spindle organization	GO:0007051	YOR195W
spindle organization	GO:0007051	YPL209C
spindle organization	GO:0007051	YPL152W
spindle organization	GO:0007051	YPR141C
maintenance of location in cell	GO:0051651	YAL007C
maintenance of location in cell	GO:0051651	YAR002C-A
maintenance of location in cell	GO:0051651	YBL040C
maintenance of location in cell	GO:0051651	YBR097W
maintenance of location in cell	GO:0051651	YCL027W
maintenance of location in cell	GO:0051651	YCL001W
maintenance of location in cell	GO:0051651	YDL018C
maintenance of location in cell	GO:0051651	YDR150W
maintenance of location in cell	GO:0051651	YDR179W-A
maintenance of location in cell	GO:0051651	YDR414C
maintenance of location in cell	GO:0051651	YER140W
maintenance of location in cell	GO:0051651	YFL025C
maintenance of location in cell	GO:0051651	YGL200C
maintenance of location in cell	GO:0051651	YGR080W
maintenance of location in cell	GO:0051651	YGR152C
maintenance of location in cell	GO:0051651	YGR221C
maintenance of location in cell	GO:0051651	YHR105W
maintenance of location in cell	GO:0051651	YHR181W
maintenance of location in cell	GO:0051651	YIL005W
maintenance of location in cell	GO:0051651	YJL157C
maintenance of location in cell	GO:0051651	YJL154C
maintenance of location in cell	GO:0051651	YJL110C
maintenance of location in cell	GO:0051651	YJL053W
maintenance of location in cell	GO:0051651	YKL193C
maintenance of location in cell	GO:0051651	YKL040C
maintenance of location in cell	GO:0051651	YKL002W
maintenance of location in cell	GO:0051651	YKR001C
maintenance of location in cell	GO:0051651	YKR078W
maintenance of location in cell	GO:0051651	YLL051C
maintenance of location in cell	GO:0051651	YLL040C
maintenance of location in cell	GO:0051651	YLR220W
maintenance of location in cell	GO:0051651	YLR369W
maintenance of location in cell	GO:0051651	YLR417W
maintenance of location in cell	GO:0051651	YML104C
maintenance of location in cell	GO:0051651	YNL152W
maintenance of location in cell	GO:0051651	YNR006W
maintenance of location in cell	GO:0051651	YOR016C
maintenance of location in cell	GO:0051651	YOR069W
maintenance of location in cell	GO:0051651	YOR122C
maintenance of location in cell	GO:0051651	YOR230W
maintenance of location in cell	GO:0051651	YPR173C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YAL015C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YAL005C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YBL075C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YBR137W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YBR171W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YBR283C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YDL100C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YDL092W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YDR086C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YDR252W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YDR292C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YER019C-A
establishment of protein localization to endoplasmic reticulum	GO:0072599	YER087C-B
establishment of protein localization to endoplasmic reticulum	GO:0072599	YER103W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YFL045C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YHL028W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YHR193C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YIR022W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YJL034W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YJR010C-A
establishment of protein localization to endoplasmic reticulum	GO:0072599	YKL154W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YKL122C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YKL073W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YLL024C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YLR066W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YLR292C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YLR378C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YML105C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YML055W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YMR264W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YNL064C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YOL111C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YOL031C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YOR007C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YOR164C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YOR254C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YPL243W
establishment of protein localization to endoplasmic reticulum	GO:0072599	YPL210C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YPL094C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YPL037C
establishment of protein localization to endoplasmic reticulum	GO:0072599	YPR088C
chromatin silencing at silent mating-type cassette	GO:0030466	YAL019W
chromatin silencing at silent mating-type cassette	GO:0030466	YAR002W
chromatin silencing at silent mating-type cassette	GO:0030466	YBL052C
chromatin silencing at silent mating-type cassette	GO:0030466	YBR060C
chromatin silencing at silent mating-type cassette	GO:0030466	YBR088C
chromatin silencing at silent mating-type cassette	GO:0030466	YBR202W
chromatin silencing at silent mating-type cassette	GO:0030466	YBR275C
chromatin silencing at silent mating-type cassette	GO:0030466	YCL061C
chromatin silencing at silent mating-type cassette	GO:0030466	YDL197C
chromatin silencing at silent mating-type cassette	GO:0030466	YDL116W
chromatin silencing at silent mating-type cassette	GO:0030466	YDL042C
chromatin silencing at silent mating-type cassette	GO:0030466	YDR227W
chromatin silencing at silent mating-type cassette	GO:0030466	YDR310C
chromatin silencing at silent mating-type cassette	GO:0030466	YDR363W
chromatin silencing at silent mating-type cassette	GO:0030466	YEL032W
chromatin silencing at silent mating-type cassette	GO:0030466	YHR118C
chromatin silencing at silent mating-type cassette	GO:0030466	YHR119W
chromatin silencing at silent mating-type cassette	GO:0030466	YIL150C
chromatin silencing at silent mating-type cassette	GO:0030466	YIR033W
chromatin silencing at silent mating-type cassette	GO:0030466	YJL127C
chromatin silencing at silent mating-type cassette	GO:0030466	YJL115W
chromatin silencing at silent mating-type cassette	GO:0030466	YJL080C
chromatin silencing at silent mating-type cassette	GO:0030466	YKL112W
chromatin silencing at silent mating-type cassette	GO:0030466	YKL020C
chromatin silencing at silent mating-type cassette	GO:0030466	YKR082W
chromatin silencing at silent mating-type cassette	GO:0030466	YKR101W
chromatin silencing at silent mating-type cassette	GO:0030466	YLL004W
chromatin silencing at silent mating-type cassette	GO:0030466	YLR272C
chromatin silencing at silent mating-type cassette	GO:0030466	YLR335W
chromatin silencing at silent mating-type cassette	GO:0030466	YLR442C
chromatin silencing at silent mating-type cassette	GO:0030466	YML065W
chromatin silencing at silent mating-type cassette	GO:0030466	YMR080C
chromatin silencing at silent mating-type cassette	GO:0030466	YMR179W
chromatin silencing at silent mating-type cassette	GO:0030466	YMR284W
chromatin silencing at silent mating-type cassette	GO:0030466	YNL261W
chromatin silencing at silent mating-type cassette	GO:0030466	YNL216W
chromatin silencing at silent mating-type cassette	GO:0030466	YOL090W
chromatin silencing at silent mating-type cassette	GO:0030466	YOL068C
chromatin silencing at silent mating-type cassette	GO:0030466	YOL012C
chromatin silencing at silent mating-type cassette	GO:0030466	YOR080W
chromatin silencing at silent mating-type cassette	GO:0030466	YPR162C
phosphatidylinositol biosynthetic process	GO:0006661	YBR004C
phosphatidylinositol biosynthetic process	GO:0006661	YBR109C
phosphatidylinositol biosynthetic process	GO:0006661	YCL052C
phosphatidylinositol biosynthetic process	GO:0006661	YCR017C
phosphatidylinositol biosynthetic process	GO:0006661	YCR044C
phosphatidylinositol biosynthetic process	GO:0006661	YDR182W
phosphatidylinositol biosynthetic process	GO:0006661	YDR302W
phosphatidylinositol biosynthetic process	GO:0006661	YDR331W
phosphatidylinositol biosynthetic process	GO:0006661	YDR434W
phosphatidylinositol biosynthetic process	GO:0006661	YDR437W
phosphatidylinositol biosynthetic process	GO:0006661	YGL142C
phosphatidylinositol biosynthetic process	GO:0006661	YGL084C
phosphatidylinositol biosynthetic process	GO:0006661	YGR216C
phosphatidylinositol biosynthetic process	GO:0006661	YHR188C
phosphatidylinositol biosynthetic process	GO:0006661	YIL102C-A
phosphatidylinositol biosynthetic process	GO:0006661	YIL039W
phosphatidylinositol biosynthetic process	GO:0006661	YJL091C
phosphatidylinositol biosynthetic process	GO:0006661	YJL062W
phosphatidylinositol biosynthetic process	GO:0006661	YJR013W
phosphatidylinositol biosynthetic process	GO:0006661	YKL212W
phosphatidylinositol biosynthetic process	GO:0006661	YKL165C
phosphatidylinositol biosynthetic process	GO:0006661	YLL031C
phosphatidylinositol biosynthetic process	GO:0006661	YLR088W
phosphatidylinositol biosynthetic process	GO:0006661	YLR240W
phosphatidylinositol biosynthetic process	GO:0006661	YLR242C
phosphatidylinositol biosynthetic process	GO:0006661	YLR386W
phosphatidylinositol biosynthetic process	GO:0006661	YLR459W
phosphatidylinositol biosynthetic process	GO:0006661	YMR281W
phosphatidylinositol biosynthetic process	GO:0006661	YNL325C
phosphatidylinositol biosynthetic process	GO:0006661	YNL158W
phosphatidylinositol biosynthetic process	GO:0006661	YNL106C
phosphatidylinositol biosynthetic process	GO:0006661	YNL038W
phosphatidylinositol biosynthetic process	GO:0006661	YOR109W
phosphatidylinositol biosynthetic process	GO:0006661	YOR149C
phosphatidylinositol biosynthetic process	GO:0006661	YPL227C
phosphatidylinositol biosynthetic process	GO:0006661	YPL175W
phosphatidylinositol biosynthetic process	GO:0006661	YPL120W
phosphatidylinositol biosynthetic process	GO:0006661	YPL096C-A
phosphatidylinositol biosynthetic process	GO:0006661	YPL076W
phosphatidylinositol biosynthetic process	GO:0006661	YPR113W
phosphatidylinositol biosynthetic process	GO:0006661	YPR183W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YBL093C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YBR198C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YCR042C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YDL005C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YDR145W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YDR167W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YDR397C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YDR520C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YER022W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YER148W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YER159C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YGL112C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YGL043W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YGL025C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YGR005C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YGR104C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YGR186W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YGR274C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YHR041C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YHR058C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YIL041W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YIR023W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YKL058W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YML114C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YML098W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YML015C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YMR005W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YMR112C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YMR172W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YMR227C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YMR236W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YNL236W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YNR010W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YOL051W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YOR194C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YPL129W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YPL011C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YPR052C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YPR086W
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YPR148C
RNA polymerase II transcriptional preinitiation complex assembly	GO:0051123	YPR168W
oxidative phosphorylation	GO:0006119	Q0105
oxidative phosphorylation	GO:0006119	Q0045
oxidative phosphorylation	GO:0006119	Q0250
oxidative phosphorylation	GO:0006119	Q0060
oxidative phosphorylation	GO:0006119	Q0065
oxidative phosphorylation	GO:0006119	Q0070
oxidative phosphorylation	GO:0006119	Q0275
oxidative phosphorylation	GO:0006119	YBL045C
oxidative phosphorylation	GO:0006119	YDL067C
oxidative phosphorylation	GO:0006119	YDR178W
oxidative phosphorylation	GO:0006119	YDR529C
oxidative phosphorylation	GO:0006119	YEL039C
oxidative phosphorylation	GO:0006119	YEL024W
oxidative phosphorylation	GO:0006119	YFR033C
oxidative phosphorylation	GO:0006119	YGL226W
oxidative phosphorylation	GO:0006119	YGL191W
oxidative phosphorylation	GO:0006119	YGL187C
oxidative phosphorylation	GO:0006119	YGR183C
oxidative phosphorylation	GO:0006119	YHR001W-A
oxidative phosphorylation	GO:0006119	YHR051W
oxidative phosphorylation	GO:0006119	YIL111W
oxidative phosphorylation	GO:0006119	YJL166W
oxidative phosphorylation	GO:0006119	YJL103C
oxidative phosphorylation	GO:0006119	YJL045W
oxidative phosphorylation	GO:0006119	YJR048W
oxidative phosphorylation	GO:0006119	YKL148C
oxidative phosphorylation	GO:0006119	YKL141W
oxidative phosphorylation	GO:0006119	YLR038C
oxidative phosphorylation	GO:0006119	YLR163C
oxidative phosphorylation	GO:0006119	YLR164W
oxidative phosphorylation	GO:0006119	YLR395C
oxidative phosphorylation	GO:0006119	YML120C
oxidative phosphorylation	GO:0006119	YMR118C
oxidative phosphorylation	GO:0006119	YMR256C
oxidative phosphorylation	GO:0006119	YNL052W
oxidative phosphorylation	GO:0006119	YOL071W
oxidative phosphorylation	GO:0006119	YOR065W
oxidative phosphorylation	GO:0006119	YOR125C
oxidative phosphorylation	GO:0006119	YOR297C
oxidative phosphorylation	GO:0006119	YPR140W
oxidative phosphorylation	GO:0006119	YPR191W
glycolipid metabolic process	GO:0006664	YBR004C
glycolipid metabolic process	GO:0006664	YBR036C
glycolipid metabolic process	GO:0006664	YBR161W
glycolipid metabolic process	GO:0006664	YCL052C
glycolipid metabolic process	GO:0006664	YCR017C
glycolipid metabolic process	GO:0006664	YCR044C
glycolipid metabolic process	GO:0006664	YDR072C
glycolipid metabolic process	GO:0006664	YDR182W
glycolipid metabolic process	GO:0006664	YDR302W
glycolipid metabolic process	GO:0006664	YDR331W
glycolipid metabolic process	GO:0006664	YDR434W
glycolipid metabolic process	GO:0006664	YDR437W
glycolipid metabolic process	GO:0006664	YFL025C
glycolipid metabolic process	GO:0006664	YGL142C
glycolipid metabolic process	GO:0006664	YGL084C
glycolipid metabolic process	GO:0006664	YGR216C
glycolipid metabolic process	GO:0006664	YHR188C
glycolipid metabolic process	GO:0006664	YIL102C-A
glycolipid metabolic process	GO:0006664	YIL039W
glycolipid metabolic process	GO:0006664	YJL132W
glycolipid metabolic process	GO:0006664	YJL091C
glycolipid metabolic process	GO:0006664	YJL062W
glycolipid metabolic process	GO:0006664	YJR013W
glycolipid metabolic process	GO:0006664	YKL192C
glycolipid metabolic process	GO:0006664	YKL165C
glycolipid metabolic process	GO:0006664	YLL031C
glycolipid metabolic process	GO:0006664	YLR074C
glycolipid metabolic process	GO:0006664	YLR088W
glycolipid metabolic process	GO:0006664	YLR242C
glycolipid metabolic process	GO:0006664	YLR459W
glycolipid metabolic process	GO:0006664	YMR281W
glycolipid metabolic process	GO:0006664	YNL158W
glycolipid metabolic process	GO:0006664	YNL038W
glycolipid metabolic process	GO:0006664	YOL018C
glycolipid metabolic process	GO:0006664	YOR149C
glycolipid metabolic process	GO:0006664	YPL227C
glycolipid metabolic process	GO:0006664	YPL175W
glycolipid metabolic process	GO:0006664	YPL096C-A
glycolipid metabolic process	GO:0006664	YPL076W
glycolipid metabolic process	GO:0006664	YPL057C
glycolipid metabolic process	GO:0006664	YPR183W
mitochondrial respiratory chain complex assembly	GO:0033108	YBL059C-A
mitochondrial respiratory chain complex assembly	GO:0033108	YBR044C
mitochondrial respiratory chain complex assembly	GO:0033108	YBR120C
mitochondrial respiratory chain complex assembly	GO:0033108	YBR269C
mitochondrial respiratory chain complex assembly	GO:0033108	YDR031W
mitochondrial respiratory chain complex assembly	GO:0033108	YDR079W
mitochondrial respiratory chain complex assembly	GO:0033108	YDR231C
mitochondrial respiratory chain complex assembly	GO:0033108	YDR375C
mitochondrial respiratory chain complex assembly	GO:0033108	YDR379C-A
mitochondrial respiratory chain complex assembly	GO:0033108	YDR493W
mitochondrial respiratory chain complex assembly	GO:0033108	YDR511W
mitochondrial respiratory chain complex assembly	GO:0033108	YDR529C
mitochondrial respiratory chain complex assembly	GO:0033108	YEL059C-A
mitochondrial respiratory chain complex assembly	GO:0033108	YER058W
mitochondrial respiratory chain complex assembly	GO:0033108	YFL046W
mitochondrial respiratory chain complex assembly	GO:0033108	YGR033C
mitochondrial respiratory chain complex assembly	GO:0033108	YGR112W
mitochondrial respiratory chain complex assembly	GO:0033108	YGR174C
mitochondrial respiratory chain complex assembly	GO:0033108	YGR183C
mitochondrial respiratory chain complex assembly	GO:0033108	YHR116W
mitochondrial respiratory chain complex assembly	GO:0033108	YIL157C
mitochondrial respiratory chain complex assembly	GO:0033108	YJL062W-A
mitochondrial respiratory chain complex assembly	GO:0033108	YJL003W
mitochondrial respiratory chain complex assembly	GO:0033108	YJR034W
mitochondrial respiratory chain complex assembly	GO:0033108	YKL137W
mitochondrial respiratory chain complex assembly	GO:0033108	YKL053C-A
mitochondrial respiratory chain complex assembly	GO:0033108	YLL018C-A
mitochondrial respiratory chain complex assembly	GO:0033108	YLL009C
mitochondrial respiratory chain complex assembly	GO:0033108	YLR038C
mitochondrial respiratory chain complex assembly	GO:0033108	YLR077W
mitochondrial respiratory chain complex assembly	GO:0033108	YLR218C
mitochondrial respiratory chain complex assembly	GO:0033108	YML129C
mitochondrial respiratory chain complex assembly	GO:0033108	YML030W
mitochondrial respiratory chain complex assembly	GO:0033108	YMR035W
mitochondrial respiratory chain complex assembly	GO:0033108	YMR150C
mitochondrial respiratory chain complex assembly	GO:0033108	YMR244C-A
mitochondrial respiratory chain complex assembly	GO:0033108	YNR018W
mitochondrial respiratory chain complex assembly	GO:0033108	YOL071W
mitochondrial respiratory chain complex assembly	GO:0033108	YPL215W
mitochondrial respiratory chain complex assembly	GO:0033108	YPL189C-A
protein targeting to ER	GO:0045047	YAL015C
protein targeting to ER	GO:0045047	YAL005C
protein targeting to ER	GO:0045047	YBL075C
protein targeting to ER	GO:0045047	YBR137W
protein targeting to ER	GO:0045047	YBR171W
protein targeting to ER	GO:0045047	YBR283C
protein targeting to ER	GO:0045047	YDL100C
protein targeting to ER	GO:0045047	YDL092W
protein targeting to ER	GO:0045047	YDR086C
protein targeting to ER	GO:0045047	YDR252W
protein targeting to ER	GO:0045047	YDR292C
protein targeting to ER	GO:0045047	YER019C-A
protein targeting to ER	GO:0045047	YER087C-B
protein targeting to ER	GO:0045047	YER103W
protein targeting to ER	GO:0045047	YFL045C
protein targeting to ER	GO:0045047	YHL028W
protein targeting to ER	GO:0045047	YHR193C
protein targeting to ER	GO:0045047	YIR022W
protein targeting to ER	GO:0045047	YJL034W
protein targeting to ER	GO:0045047	YJR010C-A
protein targeting to ER	GO:0045047	YKL154W
protein targeting to ER	GO:0045047	YKL122C
protein targeting to ER	GO:0045047	YKL073W
protein targeting to ER	GO:0045047	YLL024C
protein targeting to ER	GO:0045047	YLR066W
protein targeting to ER	GO:0045047	YLR292C
protein targeting to ER	GO:0045047	YLR378C
protein targeting to ER	GO:0045047	YML105C
protein targeting to ER	GO:0045047	YML055W
protein targeting to ER	GO:0045047	YNL064C
protein targeting to ER	GO:0045047	YOL111C
protein targeting to ER	GO:0045047	YOL031C
protein targeting to ER	GO:0045047	YOR007C
protein targeting to ER	GO:0045047	YOR164C
protein targeting to ER	GO:0045047	YOR254C
protein targeting to ER	GO:0045047	YPL243W
protein targeting to ER	GO:0045047	YPL210C
protein targeting to ER	GO:0045047	YPL094C
protein targeting to ER	GO:0045047	YPL037C
protein targeting to ER	GO:0045047	YPR088C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	Q0105
mitochondrial ATP synthesis coupled electron transport	GO:0042775	Q0045
mitochondrial ATP synthesis coupled electron transport	GO:0042775	Q0250
mitochondrial ATP synthesis coupled electron transport	GO:0042775	Q0060
mitochondrial ATP synthesis coupled electron transport	GO:0042775	Q0065
mitochondrial ATP synthesis coupled electron transport	GO:0042775	Q0070
mitochondrial ATP synthesis coupled electron transport	GO:0042775	Q0275
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YBL045C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YDL067C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YDR178W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YDR529C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YEL039C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YEL024W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YFR033C
